index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
70,CEP41,5,-1.51350596021,-0.980761379719,-0.77084019034,0.207386988014,0.0147854993485,-0.0714252487812,0.771166407229,1.79002489589,0.553168988571
71,DDX60L,5,-0.961108591669,-0.614611971825,-1.05596185046,-0.847096782136,-0.179159740777,-0.0809259335575,1.4577673991,1.36466719211,0.916430279212
72,FOXP2,5,-1.53837104067,-1.40117521711,0.0293224202971,0.419578162955,-0.0365918185682,0.300763863222,-0.329970567963,1.16678824782,1.38965595002
73,GABRA2,5,-1.39218428287,-1.31586879641,-0.390792638994,-0.457622798021,0.192879094482,0.473576790565,0.246791561291,1.04549234246,1.5977287275
74,GAD1,5,-1.07294333945,-0.673268600217,-0.661974806909,-0.865067441926,-0.348191361054,-0.100251923434,1.22631251304,1.72745625379,0.767928706156
75,IMMP2L,5,-2.02046388792,0.260715932387,-0.637425605544,-0.111982555906,0.176426941813,-0.353124956804,0.222828953425,1.54149519065,0.921529987893
76,ITGB3,5,-0.762685756649,-1.43007295973,-1.24337882463,-0.0396414675688,-0.338242408541,1.05571042682,0.865551236323,0.778662404886,1.11409734909
77,LRFN1,5,-0.961443933273,-0.61428508637,-1.22948478353,-0.187016236668,-0.678053771429,0.0644134305282,1.02291877392,1.68236144111,0.900590165708
78,LRFN2,5,-1.10128489659,-1.21681694502,-1.08073709349,-0.240309398062,-0.172011965416,0.391605760354,1.13931880864,1.14554004445,1.13469568513
79,MAOA,5,-1.25400662823,-0.75655022547,-0.920960137398,-0.50654295708,-0.524434301648,0.380913850532,1.06435664491,1.37935190781,1.13787184658
80,MECP2,5,-1.9708548143,-0.639216277383,-0.326161972564,-0.31272147516,-0.129708200423,0.408369314803,1.02422275614,0.539019202576,1.40705146631
81,NBEA,5,-1.99757242852,-0.404104552655,0.152828998566,-0.702813792502,-0.137691571906,-0.0519366095799,0.939266096115,1.12061107372,1.08141278676
82,NDN,5,-1.56645393799,-1.12424737238,-0.747264507649,-0.2754624403,0.624774653899,0.43054246407,0.359400086743,1.53735761931,0.761353434293
83,OXTR,5,-1.01109669919,-1.06242596675,-0.772958352269,-0.667641420913,-0.655830422939,0.916202513314,1.07977287691,1.14692941488,1.02704805697
84,SCN1A,5,-1.30256671406,-0.773624382985,1.10092138311,-1.12592584894,0.303149712371,-0.869179749413,0.954029458668,0.853247079815,0.859949061427
85,SEZ6L2,5,-1.16105627901,-0.778907668822,-1.26799928959,-0.519183464997,-0.185732490585,0.738657916794,0.975245284668,0.768644872353,1.43033111919
86,SHANK1,5,-1.44993275607,0.844562362881,-1.07403783401,-0.868188454714,-0.11453543004,-0.339095571114,1.20700034162,0.693986759501,1.10024058195
87,STK39,5,-0.458498601002,-1.51975409363,-1.27727581111,-0.335156089772,0.182558540125,0.270375243707,1.18830129561,1.37328237973,0.576167136348
88,AFF2,6,-0.816657488577,-1.55550582018,-0.578247583315,-0.292267764078,0.0603815192916,-0.0981614224531,0.853228085364,0.578525546065,1.84870492788
89,ANK3,6,-0.528175204677,-0.708698479935,-0.565379417362,-0.779034189305,-0.603132464137,-0.423175917655,0.355780374145,1.21624218006,2.03557311887
90,BDNF,6,0.0603712406956,-1.34677806553,-1.22972048409,-0.816161218581,-0.479175019521,0.882918637165,0.987409120355,0.709725332115,1.2314104574
91,BSN,6,-0.487489826906,-1.03559568545,-0.527396588423,-0.278069552567,0.205301459146,-0.743414504032,0.0137767008473,0.512677936411,2.34021006098
92,C3orf58,6,-0.4255131528,-0.938057526862,-1.05659100985,-0.952672808055,-0.377530193778,0.0443635888126,0.938682046143,1.55739503533,1.20992402106
93,C4B,6,-0.486338839961,-0.481584455406,-0.482713443229,-0.479483565924,-0.474959146192,-0.467289547911,-0.331027065326,0.769761620519,2.43363444343
94,CACNA1C,6,-0.953272174477,-0.884140071234,-0.749983933166,-0.309451155532,-0.0922474206975,0.00458503615784,-0.0807951291338,0.847733739004,2.21757110908
95,CADPS2,6,-0.873402249935,-1.07483247406,-0.78751040408,-0.709903669842,0.0409329929863,-0.113950704372,0.437197825139,1.58678305838,1.49468562578
96,COMT,6,-0.745882998225,-1.36884347262,-1.21223006902,0.0397569253622,-0.114913939543,0.132811829991,0.531978000485,1.22986637447,1.50745734909
97,DDX60,6,-1.13840569734,0.584443554409,-1.19371338816,-0.838979307803,0.856626864984,-0.601226929829,-0.150942013146,1.10899508496,1.37320183193
98,DISC1,6,-0.696568202997,-1.14210725952,-0.518571773266,0.0845731417625,0.411473536297,-0.54435495514,-0.435352670958,2.20905096458,0.631857219242
99,FCN3,6,-0.450433980851,-0.0567662405525,-1.48981887543,1.25319936032,-0.0639551696981,-0.155781968056,-0.952690669624,0.173318769894,1.742928774
100,GABBR2,6,0.408179034415,-0.875826405058,-0.449073433546,-0.43125388445,-0.703699782547,-0.647387976286,0.0301748155125,0.285164198531,2.38372343343
101,GPR155,6,-1.06216980464,-1.02282042345,-0.961290776908,-0.343664215243,-0.0825940860167,-0.158038507794,0.742864648011,1.32065119772,1.56706196833
102,GRM1,6,-1.28474684898,-0.325548329254,0.0531753127851,-0.541405038426,-0.113676264553,-0.59389698559,-0.365864422681,1.1291822092,2.0427803675
103,GRM5,6,-0.457485370798,-0.876595105545,-0.614157446638,-0.614487831029,-0.302862720464,-0.716967369557,0.305373596144,1.32353503363,1.95364721426
104,HTR2A,6,-0.753159588436,-0.739352392072,-0.725791090659,-0.391204388454,-0.246091828543,-0.213924933915,-0.255356644284,1.15878051573,2.16610035064
105,HTR2C,6,-0.616827778017,-0.622816017015,-0.595974288677,-0.567219058622,-0.572385751856,-0.447785435218,-0.0414260966478,1.62337196652,1.84106245953
106,HTR5A,6,-0.734184337652,-0.734184337652,-0.734184337652,0.370072797137,-0.417068315969,-0.429241296705,0.0396380062698,0.223300446877,2.41585137535
107,JAKMIP1,6,-0.144719656055,-0.739877453164,-1.01632940924,-0.771239853096,-1.15865201928,0.339318773889,1.36264276872,1.39870256983,0.730154278402
108,LAMB1,6,-1.23123515536,0.752517741618,0.0316360487502,-0.0314839666191,-0.923935380922,-0.328526806156,-0.821944727293,0.562423194579,1.9905490514
109,LRFN5,6,-0.412162902564,-1.1564291634,-0.64825315957,-0.616410243922,-0.704615424903,0.0456671577698,0.356643938805,1.29303576708,1.8425240307
110,MARK1,6,-0.0205143693207,-0.758289853307,-0.657020558761,-0.719509586516,-0.586924840466,-0.669905404504,0.0455930935961,1.76381821449,1.60275330479
111,NPS,6,-0.367798266169,-0.367798266169,-0.367798266169,-0.0799697070643,-0.367798266169,-0.367798266169,-0.367798266169,-0.367798266169,2.65455757025
112,NRCAM,6,-0.861507382308,0.212927030509,-0.637381107154,-0.709241222182,-0.753890163106,-0.652374362127,0.150769886625,1.66406910351,1.58662821623
113,NTF3,6,-0.915182755375,0.731916657443,-0.551669824715,-0.676908467753,-0.732831665915,-0.438679738236,-0.140553999492,0.523768167086,2.20014162696
114,PI4KA,6,0.682098836239,0.0568950276634,0.087966044637,-0.725891199031,-0.549545056416,-1.3546425234,-0.689412432086,0.446845144786,2.04568615761
115,PLXNA4,6,-0.28369891002,0.134577601758,-0.108008987141,-0.294389716867,-0.995397482241,-0.762349226308,-0.491648383467,0.383894908554,2.41702019573
116,PTEN,6,-0.962046044947,-0.867320703067,-0.525955751841,-0.624013697696,-0.583860122759,0.13716420322,0.216272943414,1.38302148638,1.8267376873
117,RELN,6,-0.960391934052,-0.814468493082,-0.00903750517955,-0.390092179999,-0.416153431914,-0.0369106376164,-0.303557702896,0.543053683264,2.38755820148
118,SEMA5A,6,-1.61678785471,-0.424326230941,-0.37287595661,-0.26001857027,-0.538346987075,0.349731470411,0.120102014053,0.734067877689,2.00845423746
119,SLC18A1,6,-0.824512478203,-0.787002570877,-0.771915252215,-0.623621009784,-0.352774514688,-0.303722973751,0.728544631441,0.892415008043,2.04258916004
120,SLC1A7,6,-0.326829284818,-0.38307019808,-0.367743689376,-0.384185812198,-0.39398775748,-0.376467259871,-0.342497767732,-0.0791003209103,2.65388209046
121,TBR1,6,-0.65180947501,-0.651296344617,-0.654126416203,-0.657152020748,-0.625347292997,-0.262108962529,0.271968639778,1.09461685565,2.13525501667
122,TMEM130,6,-1.20843635316,-0.790512786058,-0.770929180659,-0.500307783816,-0.713362498163,0.390751620448,1.0818262346,1.04845457246,1.46251617436
123,TPH1,6,-0.496649079176,-0.494050969396,-0.492852032874,-0.499252212736,-0.512669202935,-0.477961810662,-0.259292787286,0.831086385931,2.40164170913
124,VIPR2,6,-0.52981228987,-0.485750685576,-0.556733155672,-0.475699521955,-0.444441675814,-0.436130022313,-0.367443614477,0.943552995143,2.35245797053
125,WNT2,6,-0.437415648142,-0.407726911999,-0.707080342266,-0.608204810289,-0.707080342266,-0.267099662874,-0.312821675393,1.43998625008,2.00744314315
126,ZNF804A,6,-0.660783422495,-0.382005497907,-0.661116486641,-0.601742959012,-0.576563144796,-0.445615478046,-0.0346087540176,1.21587690625,2.14655883667
