index,symbol,cluster,d0,d7,d12,d19,d26,d33,d49,d63,d77
108,TSEN15,2,1.92260126965,1.15072344062,0.526792294131,-0.198382740025,-0.165027980506,-0.746345391025,-0.906016184728,-0.757755735104,-0.826588973016
109,TSEN54,2,2.03905474945,0.729720154124,0.632904323958,0.243109927135,-0.36691542314,-0.833962217213,-0.913049207256,-0.680150905231,-0.85071140183
110,TTI1,2,1.86938340814,1.21527646485,0.613944495884,-0.219849831561,-0.414760791935,-0.987267822587,-0.769309111113,-0.724478663276,-0.582938148404
111,TUBB,2,1.65693319661,1.2564476286,0.598082825996,-0.40015521442,-0.112211527314,-0.321502580947,-0.234398268126,-1.25753615005,-1.18565991034
112,TUBB2B,2,1.23970398952,-0.0998469868353,0.0898862644811,0.343413166002,0.207401686892,1.11863535427,0.248596661426,-1.66527413957,-1.48251599619
113,UBE2K,2,2.05796616132,1.15997479868,0.390044841137,-0.487910044514,-0.618439150847,-0.512907265962,-0.466488519931,-0.700781314794,-0.821459505086
114,UBE2S,2,1.81725794768,0.294075650103,0.572622599924,0.574115582926,-0.65272712639,-0.620185545541,-0.826277701253,0.366251373234,-1.52513278068
115,VRK1,2,1.84813651543,0.692749689774,1.12866033252,-0.104821916761,-0.276318652287,-0.767022399782,-0.774670547744,-0.752248085719,-0.994464935437
116,WHSC1,2,0.493192148635,1.32356310063,1.45567091487,-0.267299152241,0.53731463237,-0.771199418966,-0.427884974389,-1.20568496334,-1.13767228756
117,XRCC4,2,0.804755608461,1.44786734883,1.12108735686,0.518904518696,-0.157718678989,-0.674754109429,-0.823066104561,-0.931335797279,-1.30574014258
118,ZNF519,2,0.491652384257,1.77781520132,1.20091844926,-0.0937445753894,0.146661586945,-0.875200134158,-0.772408978537,-0.896353091829,-0.979340841868
119,ALG9,3,-2.2660726918,0.628668182668,0.364187339247,0.15243085952,0.769882810783,1.14048370506,0.10832077551,-0.39625235715,-0.501648623833
120,CDK5RAP2,3,-1.05812826001,1.59546733209,1.24442469654,-0.00718569468869,-0.571455678738,-1.40457093276,-0.436143484792,0.102763505186,0.534828517169
121,CEP97,3,-2.22757767172,0.0496237617586,1.34376976925,-0.0682002417384,-0.308217659887,-0.201783655949,0.741402059488,0.732080666797,-0.0610970280028
122,DLX1,3,-0.598117938542,-0.58121520635,-0.366720510945,2.57793125251,-0.179539824425,0.0461045210435,-0.619464240915,-0.322819113264,0.0438410608885
123,DPM3,3,-1.50754161738,-0.593284021083,-0.0931602470238,1.19065156554,1.70650757259,0.628980509551,-0.346979687377,-0.625889139932,-0.359284934879
124,HMX3,3,-1.72452358841,1.92318194778,0.849266690007,-0.376753881874,-0.294914634024,-0.335018159428,-0.424527514663,0.116473137492,0.266816003111
125,MBD5,3,-2.33293475826,0.446052461537,0.924726026847,-0.415622725168,0.69550554827,0.719622836219,0.454139415475,-0.277239762399,-0.21424904252
126,MEF2C,3,-1.45665324023,0.450813034976,1.47540180598,1.54874997478,-0.0627209059525,-0.614499743165,-0.606262912239,-0.567922487486,-0.166905526656
127,MKL2,3,-2.24405143265,0.491650484456,0.704554226019,-0.941076855325,0.0121509770038,-0.0195339639366,0.585710802435,0.673563863434,0.737031898567
128,NR2E1,3,-1.63183479257,-0.59450829475,1.8369775051,0.944822568392,0.42548350224,0.15087050366,-0.245578890137,-0.270361489309,-0.615870612633
